"Id","poradi","obdobi","datum","schuze","url","cisloHlasovani","celeJmeno","narozeni","HsProcessType","OsobaId","funkce","tema","text","pocetSlov","politiciZminky","temata"
2021_1_00153,153,2021,2021-11-10,1,http://www.psp.cz/eknih/2021ps/stenprot/001schuz/s001035.htm,,Alena Schillerová,,person,alena-schillerova,Místopředsedkyně vlády a ministryně financí ČR,9. Návrh na volbu předsedy Poslanecké sněmovny,"Děkuji, pane předsedající. Už velmi krátce. Byli jste tady, ještě když jsem vystupovala já a já jsem ve svém projevu, kde jsem představovala našeho kandidáta, se zaměřila zejména na rozličnost právních názorů k tomu, zda je volitelný náš kandidát pan poslanec Karel Havlíček. A tady jsem - já to nebudu znovu opakovat, už to nechci nijak natahovat - citovala názory, je tady stanovisko parlamentní legislativy, ale to neznamená, že je posvátné. To je jenom jeden z právních názorů. Já si ho vážím, ale vážím si i jiných právních názorů. A nemyslím si, pane poslanče Bendo, že důvodová zpráva je normativní právní text. To je interpretační vodítko. Na tom se určitě my dva shodneme. Takže já jsem citovala pan ústavního právníka Kyselu, pana právníka Hasenkopfa, ale zejména jsem citovala pana docenta Kudrnu, experta na ústavní právo, jehož stanovisko tady mám písemně a přímo jsem tedy ho tady vám uváděla.
Nebudu už reagovat na žádné invektivy, které tady zazněly. Je to nedůstojné, absolutně. Já jsem také ve své řeči neměla jedinou invektivu. To si myslím, že můžete všichni potvrdit. Jsem ráda za to vystoupení, jsem ráda i za to, že vystoupila paní předsedkyně Pekarová Adamová, to je určitě dobře. Jsem ráda, že ocenila přístup vlastně bývalého dnes už, můžeme říct, předsedajícího a bývalého předsedy Poslanecké sněmovny v minulém období pana Vondráčka. Já jsem ráda za to její ocenění. On si ho určitě zaslouží, bezesporu si ho zaslouží a třeba toto, že ho takto ocenila se projeví i v přehodnocení postoje, až bude probíhat volba našeho nominanta Radka Vondráčka do funkce místopředsedy.
Také oceňuji to, co řekla, že mluvila o výchově mladých lidí, demokracii, to všechno je chvályhodné, tak pojďme i my tady, dáváme příklad nejenom mladým lidem, ale i ostatním lidem, lidé nám píší, určitě píší vám stejně jako mně celý den, sledují to, tak prosím, dejme šanci volbě obou kandidátů. To je ta demokracie. A ať oni se utkají v čestné demokratické svobodné volbě, tajné volbě. Já si myslím, že tady o nic jiného nám nejde, protože tady není jednoznačný právní názor, tady je pluralita právních názorů, čili nechme otestovat oba tyto kandidáty ve volbě a pak uznejme toho, který z této volby vyjde jako vítěz. Nenechávejme prosím hned na začátku tohoto volebního období pachuť v nás, v lidech, kteří to sledují, z toho, že jsme jednoho z kandidátů prostě nepřipustili. A proto jménem klubu hnutí ANO načítám usnesení tohoto znění, předám ho v písemné vyhotovení panu předsedajícímu:
""Poslanecká sněmovna souhlasí s tím, že Karel Havlíček, člen vlády, je volitelný za předsedu Poslanecké sněmovny a do orgánů Poslanecké sněmovny."" Děkuji vám za pozornost.
",432,
2021_1_00154,154,2021,2021-11-10,1,http://www.psp.cz/eknih/2021ps/stenprot/001schuz/s001035.htm,77308,Radek Vondráček,,person,,Předsedající,9. Návrh na volbu předsedy Poslanecké sněmovny,"Já vám děkuji a poprosím, jestli bych tedy mohl to usnesení tady dostat, a předpokládám, že pan předseda volební komise ho má také. Děkuji. Ptám se, zda ještě někdo má zájem o vystoupení v rozpravě k tomuto bodu? Nikoho nevidím, rozpravu tedy končím a vydávání hlasovacích lístků bude zahájeno bezprostředně po přerušení našeho jednání a bude trvat, možná bych poprosil pana předsedu tady ty technické detaily, jestli by nám řekl, kolik potřebuje času. (Upozornění z pléna.) Já se omlouvám, napřed ta usnesení. Jasně, rozumím.
Takže skončil jsem rozpravu a nyní bychom tedy rozhodli hlasováním o dvou usneseních, která byla načtena, o návrhu pana předsedy Stanjury a o návrhu paní předsedkyně Schillerové. Potom bychom tedy rozhodli, co dál, protože já sám si nejsem jist se zněním toho návrhu, že Sněmovna nesouhlasí s kandidaturou, jestli to tedy automaticky znamená jednomístný hlasovací lístek.
Takže nejprve bychom tedy rozhodli, myslím si, že bych to nechal hlasovat v pořadí, jak to zaznělo, protože to je protinávrh, nebo není to protinávrh? Paní předsedkyně, navrhla jste to jako protinávrh? (Ano.) Budu rád, když se s tím vypořádáme nějak společnými silami, nechtěl bych nikoho poškodit. Protinávrh? Dobře. Takže není-li námitka proti mému postupu, hlasovali bychom protinávrh klubu ANO jako první, poté bychom hlasovali usnesení, které přednesl pan předseda Stanjura.
Takže zavolám případně ještě kolegy z předsálí a přečtu návrhy usnesení. Je zde žádost o odhlášení? (Ano.) Prosím, přihlaste se všichni znovu svými kartami. Počet přihlášených je řekněme stálý. Problém s hlasovacím zařízením? Takže problém odstraněn.
Přečtu návrh usnesení: ""Poslanecká sněmovna souhlasí s tím, že Karel Havlíček, člen vlády, je volitelný za předsedu Poslanecké sněmovny a do orgánů Poslanecké sněmovny.""
Zahájil jsem hlasování. Kdo je pro? Kdo je proti?
Hlasování číslo 7, přihlášeno je nás 196, pro 93, proti 103. Návrh nebyl přijat.
A nyní budeme hlasovat o druhém návrhu, o tom původním: ""Poslanecká sněmovna vyslovuje nesouhlas s kandidaturou pana Karla Havlíčka, člena vlády, na funkci předsedy Poslanecké sněmovny z důvodu neslučitelnosti funkcí dle čl. 32 Ústavy"".
Zahájil jsem hlasování. Kdo je pro? Kdo je proti?
Hlasování číslo 8, přihlášeno je 196, pro 104, proti 89, návrh byl přijat.
Tak, paní předsedkyně Schillerová. ***
Neprošlo jazykovou korekturou, neautorizováno !
",360,
2021_1_00161,161,2021,2021-11-10,1,http://www.psp.cz/eknih/2021ps/stenprot/001schuz/s001038.htm,,Martin Kolovratník,,person,martin-kolovratnik,Poslanec,9. Návrh na volbu předsedy Poslanecké sněmovny,"Vážené kolegyně, vážení kolegové, vážení hosté, veřejnosti, vítám vás v této slavnostní chvíli a seznámím vás s výsledky volby předsedy Poslanecké sněmovny pro 9. volební období. V této volbě bylo vydáno 194 hlasovacích lístků, tedy 194 poslanců a poslankyň přišlo k té volbě a účastnilo se jí, tedy kvorum nutné pro zvolení je 98. Počet odevzdaných platných i neplatných hlasovacích lístků byl 122, počet neodevzdaných hlasovacích lístků je 72.
A teď ta nejdůležitější informace. Jediná kandidátka Markéta Pekarová Adamová získala 102 hlasů a je zvolena předsedkyní Poslanecké sněmovny. Blahopřeji. (Potlesk v sále, všichni přítomní povstávají, zvolená předsedkyně Poslanecké sněmovny přijímá gratulace a květiny.)
",103,
2021_1_00165,165,2021,2021-11-10,1,http://www.psp.cz/eknih/2021ps/stenprot/001schuz/s001038.htm,77310,Markéta Pekarová Adamová,,person,marketa-pekarova-adamova,Předsedkyně PSP,11. Návrh na volbu místopředsedů Poslanecké sněmovny,"Pane předsedající, vy jste se zapomněl odhlásit. To byste měl přece jenom učinit vy. (Předseda se vrací a odhlašuje se.) Děkuji vám za strpení, než jsem tady všechny ty náležitosti našla.
Dalším bodem dnešní schůze je bod
10. 
Návrh na stanovení počtu místopředsedů Poslanecké sněmovny
Poslanecká sněmovna rozhodne na návrh předsedkyně o počtu místopředsedů v jejím 9. volebním období. Proto v souladu s paragrafem 26 našeho jednacího řádu navrhuji, abychom stanovili jejich počet na šest. Otevírám rozpravu, do které nevidím žádného přihlášeného. Jelikož nevidím a opravdu se rozhlížím ještě jednou, ale nevidím nikoho přihlášeného, tak rozpravu končím. A přistoupíme tedy rovnou k hlasování. Přednesu návrh usnesení.
""Poslanecká sněmovna stanoví počet svých místopředsedů na šest.""
Já tedy zahájím hlasování. Ptám se, kdo s tímto návrhem souhlasí, ať stiskne tlačítko a zvedne ruku. Kdo je proti?
V hlasování číslo 9 bylo přihlášeno 193 poslanců, pro 101, proti 37. Návrh byl přijat. Tímto konstatuji, že návrh byl schválen a končím projednávání tohoto bodu.
Následuje tedy další bod, kterým je
11. 
Návrh na volbu místopředsedů Poslanecké sněmovny
K tomuto bodu jste obdrželi usnesení volební komise číslo 8 ze dne 8. listopadu 2021. Prosím předsedu volební komise pana poslance Martina Kolovratníka, aby se ujal slova. ***
Neprošlo jazykovou korekturou, neautorizováno !
",206,
2021_1_00045,45,2021,2021-11-10,1,http://www.psp.cz/eknih/2021ps/stenprot/001schuz/s001015.htm,,Zuzana Ožanová,,person,zuzana-ozanova,Poslankyně,9. Návrh na volbu předsedy Poslanecké sněmovny,"Vážení pane předsedající, vážené dámy, vážení pánové. Nevím, jestli jsem se nepřeslechla, ale porozuměla jsem, že jsou dva koaliční kluby? Ale Sněmovna jich platí víc. Vy jste se zmínil, že postupujete jako koaliční klub SPOLU. Tak kolik tedy Sněmovna platí těch klubů? Tak vy akceptujete doslovný výklad § 77 jednacího řádu? Promiňte mi, ale toto jste opravdu řekl. Jinak já se ohrazuji, protože budu jeden z vystupujících, abyste mi sděloval, o čem mám nebo nemám mluvit. Já se s prominutím rozhodnu, o čem sama budu chtít mluvit. (Potlesk poslanců klubu ANO.)
",91,,
2021_1_00049,49,2021,2021-11-10,1,http://www.psp.cz/eknih/2021ps/stenprot/001schuz/s001015.htm,,Milan Feranec,,person,milan-feranec,Poslanec,9. Návrh na volbu předsedy Poslanecké sněmovny,"Děkuji, pane předsedající. Vážení členové vlády, dámy a pánové. Já bych se ve svém krátkém vystoupení vrátil k té právní podstatě věci. Myslím, že o tom bude ta dnešní debata. Než tak učiním, jenom malá výtka, teď nevím, jestli k volební komisi, nebo k administrativě Sněmovny. Když dostaneme usnesení volební komise, kde je napsáno, že přílohou usnesení je stanovisko výboru, tak buď ať to tam je přílohou, anebo to tam nepište. Ale to je technická, já jsem si přečetl, to je jenom technická připomínka, když už to usnesení takhle máme formulováno.
Teď k podstatě vystoupení. Skutečně se chci zaměřit na tu právní podstatu. My jsme dostali stanovisko legislativně právního odboru, kde konstatuje, že pan Havlíček je nevolitelný, nemůže se zúčastnit volby. Uznávám, že to je možné stanovisko, možný výklad, ale zdaleka není jediný výklad toho paragrafu. A budu se bavit o ústavě, čl. 32 ústavy.
Další možné výklady jsou, že to v podstatě je neslučitelná funkce tak, jak je to v čl. 22 ústavy - funkce soudce, prezidenta - a že jeho zvolení by mělo za následek zánik funkce. Už to tady zmínila paní ministryně Schillerová, tento názor - někde jsem se dočetl - zastává i ústavní právník pan Kysela a toho asi nelze úplně podezírat, že by nám nějak moc fandil.
Myslím si, že existuje i další výklad, že jeho eventuálním zvolením - pana Havlíčka - nebude možné tuto funkci vykonávat, pokud sedí na dvou židlích. To je právě to: aby neseděl na dvou židlích. No, co by se asi tak stalo? Stalo by se to, že schůze by asi musela být přerušena na dobu, kde by splnil tu podmínku, to znamená, že by přestal býti ministrem. Což víme, že se stane eventuálně přijetím rezignace.
Takže opakuji znovu, bavíme se minimálně z mého pohledu o třech možných výkladech čl. 32 ústavy. Legislativní odbor zvolil jeden výklad, podle mě extrémní - to je to, že je vůbec nevolitelný, že se nesmí zúčastnit volby, i když ústavní právníci - už to bylo tady zmíněno - si to nemyslí. Co nasvědčuje tomuto výkladu? Ano, může někdo říkat, že v čl. 32 je napsáno, že poslanec nebo senátor, který je členem vlády, nemůže být předsedou, místopředsedou a tak dále. Nemůže, slovíčko nemůže. Ale to samé slovíčko máme v čl. 21 ústavy. Tam je napsáno: Nikdo nemůže být současně členem obou komor Parlamentu. Ale nikdo nikdy nezabránil senátorovi nebo poslanci kandidovat. A přece si pamatujeme z minulého volebního období případ - nebo to bylo předminulé, teď už se omlouvám - kdy senátor kandidoval ve sněmovních volbách, byl zvolený, a jaký do mělo účinek? No, zanikla mu ta předchozí funkce. Takže to by napovídalo tomu druhému výkladu - neslučitelnost funkcí.
Můžeme se podívat i na třetí možnost. To znamená, že nemůže vykonávat. Kolik tady bylo v minulosti poslanců, kteří byli ve výborech a následně se stali ministry? Moc. Já si pamatuji minimálně na pana Vojtěcha. Jmenováním ministrů zanikla jim funkce ve výborech? Nezanikla. Oni asi nemohli ji potom vykonávat. Proto se všichni následně vzdávali, rezignovali na členství ve výborech.
Takže já jenom opakuji - a skutečně jenom čistě právně, čistě právně: existují minimálně tři možné výklady čl. 32. A ať zvolíme kterýkoliv výklad, ale vždycky bychom se měli držet čl. 5 ústavy a ta říká: ""Politický systém je založen na svobodném a dobrovolném vzniku a volné soutěži politických stran, respektujících základní demokratické principy"" a tak dále.
Soutěž politických stran. No, kde probíhá soutěž politických stran? Soutěž politických stran probíhá ve volbách, probíhá na jednání Sněmovny, ale probíhá i při volbě orgánů Sněmovny a tak dále. Kde jinde by měla probíhat? Vždycky bychom měli vykládat všechny možné výklady v duchu tohoto článku. Je jasné, že Sněmovna je suverén, ona může rozhodnout. Ale pokud začneme tím, že dáme přednost soutěži v tajné volbě postupu, že vyřadíme kandidáta, ač pro to podle mě nejsou stoprocentní důvody, tak se posouváme podle mě někam jinam. Pokud si pamatuji, ne tak dávno jsme furt řešili Bělorusko, jak Lukašenko nejdřív všechny vyřadil a potom slavně vyhrál. Já to nechci srovnávat, jenom taková připomínka.
Takže opakuji: To je ten politický rozměr toho našeho rozhodnutí, ať si říkáme, co chceme. Takže já jenom opakuji: z hlediska právního jsou možné různé výklady, a pokud jsou možné různé výklady, měli bychom zvolit ten výklad, který nejvíc respektuje například čl. 5 ústavy, který jsem přečetl. Děkuji. (Potlesk poslanců hnutí ANO.)
",723,
2021_1_00004,4,2021,2021-11-08,1,http://www.psp.cz/eknih/2021ps/stenprot/001schuz/s001005.htm,,Radek Vondráček,,person,,Předsedající,3. Informace o&nbsp;ustavení volební komise Poslanecké sněmovny a&nbsp;o&nbsp;volbě jejích funkcionářů,"Všem vám děkuji. Prosím posaďte se. Pro jistotu se táži, zda všichni přítomní složili slib, že jsme na nikoho nezapomněli. Pokud se nikdo nehlásí, mohu konstatovat, že poslanecký slib bez výhrad složili všichni přítomní poslanci. Končím tento bod.
Otevírám bod
3. 
Informace o ustavení volební komise Poslanecké sněmovny a o volbě jejích funkcionářů
Seznam členů volební komise vám byl rozdán na lavice. Poprosím zvoleného předsedu volební komise pana poslance Martina Kolovratníka, aby nám představil její členy. Prosím je, aby při přečtení svého jména povstali, poté nás předseda volební komise bude informovat o výsledku prvního jednání komise. Pane předsedo, máte slovo. ***
Neprošlo jazykovou korekturou, neautorizováno !
",106,
2021_1_00007,7,2021,2021-11-08,1,http://www.psp.cz/eknih/2021ps/stenprot/001schuz/s001006.htm,,Zbyněk Stanjura,,person,zbynek-stanjura,Poslanec,4. Návrh na zřízení mandátového a&nbsp;imunitního výboru a&nbsp;stanovení počtu členů,"Děkuji za slovo. My jsme se dohodli s ostatními předsedy poslaneckých klubů, že počet členů mandátového a imunitního výboru Poslanecká sněmovna stanoví na 16. Vznáším tedy tento návrh.
",28,,
2021_1_00129,129,2021,2021-11-10,1,http://www.psp.cz/eknih/2021ps/stenprot/001schuz/s001031.htm,,Radek Vondráček,,person,,Předsedající,9. Návrh na volbu předsedy Poslanecké sněmovny,"Děkuji vám. Mám zde faktickou poznámku poslankyně Černochové. Připraví se poslanec Rakušan.
",12,
2021_1_00088,88,2021,2021-11-10,1,http://www.psp.cz/eknih/2021ps/stenprot/001schuz/s001027.htm,,Ivo Vondrák,,person,ivo-vondrak,Poslanec,9. Návrh na volbu předsedy Poslanecké sněmovny,"Dobré odpoledne, dámy a pánové. Já bych, prostřednictvím předsedajícího, směrem k panu Žáčkovi. Považuji za velmi nevhodné a už vůbec ne noblesní hovořit o tom, že jste odešli proto, abyste tady slyšeli nesmysly. To považuji za skutečně nevhodné. A zkusme se udržet na tom, že tady každý něco řekne, a važme si těch názorů a respektujme se. Děkuji.
",58,,
